County,MSA,State,State_county,State_msa
HARALSON,ATLANTA,GA,"GA,HARALSON","GA,ATLANTA"
HEARD,ATLANTA,GA,"GA,HEARD","GA,ATLANTA"
MERIWETHER,ATLANTA,GA,"GA,MERIWETHER","GA,ATLANTA"
BUTTS,ATLANTA,GA,"GA,BUTTS","GA,ATLANTA"
PIKE,ATLANTA,GA,"GA,PIKE","GA,ATLANTA"
LAMAR,ATLANTA,GA,"GA,LAMAR","GA,ATLANTA"
JASPER,ATLANTA,GA,"GA,JASPER","GA,ATLANTA"
MORGAN,ATLANTA,GA,"GA,MORGAN","GA,ATLANTA"
PUTNAM,ATLANTA,GA,"GA,PUTNAM","GA,ATLANTA"
CHATHAM,SAVANNAH,GA,"GA,CHATHAM","GA,SAVANNAH"
EFFINGHAM,SAVANNAH,GA,"GA,EFFINGHAM","GA,SAVANNAH"
BRYAN,SAVANNAH,GA,"GA,BRYAN","GA,SAVANNAH"
LIBERTY,SAVANNAH,GA,"GA,LIBERTY","GA,SAVANNAH"
RICHMOND,AUGUSTA,GA,"GA,RICHMOND","GA,AUGUSTA"
COLUMBIA,AUGUSTA,GA,"GA,COLUMBIA","GA,AUGUSTA"
BURKE,AUGUSTA,GA,"GA,BURKE","GA,AUGUSTA"
MCDUFFIE,AUGUSTA,GA,"GA,MCDUFFIE","GA,AUGUSTA"
LINCOLN,AUGUSTA,GA,"GA,LINCOLN","GA,AUGUSTA"
GLASCOCK,AUGUSTA,GA,"GA,GLASCOCK","GA,AUGUSTA"
HANCOCK,AUGUSTA,GA,"GA,HANCOCK","GA,AUGUSTA"
JEFFERSON,AUGUSTA,GA,"GA,JEFFERSON","GA,AUGUSTA"
JENKINS,AUGUSTA,GA,"GA,JENKINS","GA,AUGUSTA"
WARREN,AUGUSTA,GA,"GA,WARREN","GA,AUGUSTA"
WILKES,AUGUSTA,GA,"GA,WILKES","GA,AUGUSTA"
TALIAFERRO,AUGUSTA,GA,"GA,TALIAFERRO","GA,AUGUSTA"
MUSCOGEE,COLUMBUS,GA,"GA,MUSCOGEE","GA,COLUMBUS"
HARRIS,COLUMBUS,GA,"GA,HARRIS","GA,COLUMBUS"
CHATTAHOOCHEE,COLUMBUS,GA,"GA,CHATTAHOOCHEE","GA,COLUMBUS"
MARION,COLUMBUS,GA,"GA,MARION","GA,COLUMBUS"
STEWART,COLUMBUS,GA,"GA,STEWART","GA,COLUMBUS"
WEBSTER,COLUMBUS,GA,"GA,WEBSTER","GA,COLUMBUS"
TALBOT,COLUMBUS,GA,"GA,TALBOT","GA,COLUMBUS"
TAYLOR,COLUMBUS,GA,"GA,TAYLOR","GA,COLUMBUS"
TROUP,COLUMBUS,GA,"GA,TROUP","GA,COLUMBUS"
QUITMAN,COLUMBUS,GA,"GA,QUITMAN","GA,COLUMBUS"
CLAY,COLUMBUS,GA,"GA,CLAY","GA,COLUMBUS"
SCHLEY,COLUMBUS,GA,"GA,SCHLEY","GA,COLUMBUS"
SUMTER,COLUMBUS,GA,"GA,SUMTER","GA,COLUMBUS"
BIBB,MACON,GA,"GA,BIBB","GA,MACON"
JONES,MACON,GA,"GA,JONES","GA,MACON"
MONROE,MACON,GA,"GA,MONROE","GA,MACON"
CRAWFORD,MACON,GA,"GA,CRAWFORD","GA,MACON"
TWIGGS,MACON,GA,"GA,TWIGGS","GA,MACON"
HOUSTON,MACON,GA,"GA,HOUSTON","GA,MACON"
BLECKLEY,MACON,GA,"GA,BLECKLEY","GA,MACON"
PEACH,MACON,GA,"GA,PEACH","GA,MACON"
PULASKI,MACON,GA,"GA,PULASKI","GA,MACON"
WILKINSON,MACON,GA,"GA,WILKINSON","GA,MACON"
DOOLY,MACON,GA,"GA,DOOLY","GA,MACON"
BALDWIN,MACON,GA,"GA,BALDWIN","GA,MACON"
WASHINGTON,MACON,GA,"GA,WASHINGTON","GA,MACON"
JOHNSON,MACON,GA,"GA,JOHNSON","GA,MACON"
LAURENS,MACON,GA,"GA,LAURENS","GA,MACON"
WHEELER,MACON,GA,"GA,WHEELER","GA,MACON"
TELFAIR,MACON,GA,"GA,TELFAIR","GA,MACON"
DODGE,MACON,GA,"GA,DODGE","GA,MACON"
HALL,GAINESVILLE,GA,"GA,HALL","GA,GAINESVILLE"
WHITE,GAINESVILLE,GA,"GA,WHITE","GA,GAINESVILLE"
FORSYTH,GAINESVILLE,GA,"GA,FORSYTH","GA,GAINESVILLE"
DAWSON,GAINESVILLE,GA,"GA,DAWSON","GA,GAINESVILLE"
LUMPKIN,GAINESVILLE,GA,"GA,LUMPKIN","GA,GAINESVILLE"
DOUGHERTY,ALBANY,GA,"GA,DOUGHERTY","GA,ALBANY"
LEE,ALBANY,GA,"GA,LEE","GA,ALBANY"
TERRELL,ALBANY,GA,"GA,TERRELL","GA,ALBANY"
WORTH,ALBANY,GA,"GA,WORTH","GA,ALBANY"
CALHOUN,ALBANY,GA,"GA,CALHOUN","GA,ALBANY"
EARLY,ALBANY,GA,"GA,EARLY","GA,ALBANY"
RANDOLPH,ALBANY,GA,"GA,RANDOLPH","GA,ALBANY"
BAKER,ALBANY,GA,"GA,BAKER","GA,ALBANY"
MITCHELL,ALBANY,GA,"GA,MITCHELL","GA,ALBANY"
CLARKE,ATHENS,GA,"GA,CLARKE","GA,ATHENS"
MADISON,ATHENS,GA,"GA,MADISON","GA,ATHENS"
OCONEE,ATHENS,GA,"GA,OCONEE","GA,ATHENS"
OGLETHORPE,ATHENS,GA,"GA,OGLETHORPE","GA,ATHENS"
GREENE,ATHENS,GA,"GA,GREENE","GA,ATHENS"
WALTON,ATHENS,GA,"GA,WALTON","GA,ATHENS"
LOWNDES,VALDOSTA,GA,"GA,LOWNDES","GA,VALDOSTA"
BROOKS,VALDOSTA,GA,"GA,BROOKS","GA,VALDOSTA"
LANIER,VALDOSTA,GA,"GA,LANIER","GA,VALDOSTA"
ECHOLS,VALDOSTA,GA,"GA,ECHOLS","GA,VALDOSTA"
BERRIEN,VALDOSTA,GA,"GA,BERRIEN","GA,VALDOSTA"
COOK,VALDOSTA,GA,"GA,COOK","GA,VALDOSTA"
TIFT,VALDOSTA,GA,"GA,TIFT","GA,VALDOSTA"
THOMAS,VALDOSTA,GA,"GA,THOMAS","GA,VALDOSTA"
COLQUITT,VALDOSTA,GA,"GA,COLQUITT","GA,VALDOSTA"
GRADY,VALDOSTA,GA,"GA,GRADY","GA,VALDOSTA"
DECATUR,VALDOSTA,GA,"GA,DECATUR","GA,VALDOSTA"
SEMINOLE,VALDOSTA,GA,"GA,SEMINOLE","GA,VALDOSTA"
MILLER,VALDOSTA,GA,"GA,MILLER","GA,VALDOSTA"
WHITFIELD,DALTON,GA,"GA,WHITFIELD","GA,DALTON"
MURRAY,DALTON,GA,"GA,MURRAY","GA,DALTON"
CATOOSA,DALTON,GA,"GA,CATOOSA","GA,DALTON"
WALKER,DALTON,GA,"GA,WALKER","GA,DALTON"
DADE,DALTON,GA,"GA,DADE","GA,DALTON"
BULLOCH,STATESBORO,GA,"GA,BULLOCH","GA,STATESBORO"
CANDLER,STATESBORO,GA,"GA,CANDLER","GA,STATESBORO"
EVANS,STATESBORO,GA,"GA,EVANS","GA,STATESBORO"
EMANUEL,STATESBORO,GA,"GA,EMANUEL","GA,STATESBORO"
TREUTLEN,STATESBORO,GA,"GA,TREUTLEN","GA,STATESBORO"
TOOMBS,STATESBORO,GA,"GA,TOOMBS","GA,STATESBORO"
MONTGOMERY,STATESBORO,GA,"GA,MONTGOMERY","GA,STATESBORO"
WARE,WAYCROSS,GA,"GA,WARE","GA,WAYCROSS"
PIERCE,WAYCROSS,GA,"GA,PIERCE","GA,WAYCROSS"
BRANTLEY,WAYCROSS,GA,"GA,BRANTLEY","GA,WAYCROSS"
CHARLTON,WAYCROSS,GA,"GA,CHARLTON","GA,WAYCROSS"
CLINCH,WAYCROSS,GA,"GA,CLINCH","GA,WAYCROSS"
ATKINSON,WAYCROSS,GA,"GA,ATKINSON","GA,WAYCROSS"
BACON,WAYCROSS,GA,"GA,BACON","GA,WAYCROSS"
APPLING,WAYCROSS,GA,"GA,APPLING","GA,WAYCROSS"
COFFEE,WAYCROSS,GA,"GA,COFFEE","GA,WAYCROSS"
HONOLULU,HONOLULU,HI,"HI,HONOLULU","HI,HONOLULU"
HAWAII,HILO,HI,"HI,HAWAII","HI,HILO"
ADA,BOISE,ID,"ID,ADA","ID,BOISE"
CANYON,BOISE,ID,"ID,CANYON","ID,BOISE"
GEM,BOISE,ID,"ID,GEM","ID,BOISE"
OWYHEE,BOISE,ID,"ID,OWYHEE","ID,BOISE"
ELMORE,BOISE,ID,"ID,ELMORE","ID,BOISE"
BOISE,BOISE,ID,"ID,BOISE","ID,BOISE"
PAYETTE,BOISE,ID,"ID,PAYETTE","ID,BOISE"
WASHINGTON,BOISE,ID,"ID,WASHINGTON","ID,BOISE"
ADAMS,BOISE,ID,"ID,ADAMS","ID,BOISE"
VALLEY,BOISE,ID,"ID,VALLEY","ID,BOISE"
KOOTENAI,COEUR D'ALENE,ID,"ID,KOOTENAI","ID,COEUR D'ALENE"
SHOSHONE,COEUR D'ALENE,ID,"ID,SHOSHONE","ID,COEUR D'ALENE"
BENEWAH,COEUR D'ALENE,ID,"ID,BENEWAH","ID,COEUR D'ALENE"
BOUNDARY,COEUR D'ALENE,ID,"ID,BOUNDARY","ID,COEUR D'ALENE"
BONNER,COEUR D'ALENE,ID,"ID,BONNER","ID,COEUR D'ALENE"
BONNEVILLE,IDAHO FALLS,ID,"ID,BONNEVILLE","ID,IDAHO FALLS"
JEFFERSON,IDAHO FALLS,ID,"ID,JEFFERSON","ID,IDAHO FALLS"
MADISON,IDAHO FALLS,ID,"ID,MADISON","ID,IDAHO FALLS"
FREMONT,IDAHO FALLS,ID,"ID,FREMONT","ID,IDAHO FALLS"
TETON,IDAHO FALLS,ID,"ID,TETON","ID,IDAHO FALLS"
TWIN FALLS,TWIN FALLS,ID,"ID,TWIN FALLS","ID,TWIN FALLS"
JEROME,TWIN FALLS,ID,"ID,JEROME","ID,TWIN FALLS"
LINCOLN,TWIN FALLS,ID,"ID,LINCOLN","ID,TWIN FALLS"
GOODING,TWIN FALLS,ID,"ID,GOODING","ID,TWIN FALLS"
MINIDOKA,TWIN FALLS,ID,"ID,MINIDOKA","ID,TWIN FALLS"
CASSIA,TWIN FALLS,ID,"ID,CASSIA","ID,TWIN FALLS"
CUSTER,TWIN FALLS,ID,"ID,CUSTER","ID,TWIN FALLS"
LEMHI,TWIN FALLS,ID,"ID,LEMHI","ID,TWIN FALLS"
BANNOCK,POCATELLO,ID,"ID,BANNOCK","ID,POCATELLO"
POWER,POCATELLO,ID,"ID,POWER","ID,POCATELLO"
BINGHAM,POCATELLO,ID,"ID,BINGHAM","ID,POCATELLO"
CARIBOU,POCATELLO,ID,"ID,CARIBOU","ID,POCATELLO"
CLARK,POCATELLO,ID,"ID,CLARK","ID,POCATELLO"
BUTTE,POCATELLO,ID,"ID,BUTTE","ID,POCATELLO"
BLAINE,POCATELLO,ID,"ID,BLAINE","ID,POCATELLO"
CAMAS,POCATELLO,ID,"ID,CAMAS","ID,POCATELLO"
NEZ PERCE,LEWISTON,ID,"ID,NEZ PERCE","ID,LEWISTON"
LEWIS,LEWISTON,ID,"ID,LEWIS","ID,LEWISTON"
CLEARWATER,LEWISTON,ID,"ID,CLEARWATER","ID,LEWISTON"
LATAH,LEWISTON,ID,"ID,LATAH","ID,LEWISTON"
NEW BOOST,LEWISTON,ID,"ID,NEW BOOST","ID,LEWISTON"
COOK,CHICAGO,IL,"IL,COOK","IL,CHICAGO"
DUPAGE,CHICAGO,IL,"IL,DUPAGE","IL,CHICAGO"
LAKE,CHICAGO,IL,"IL,LAKE","IL,CHICAGO"
WILL,CHICAGO,IL,"IL,WILL","IL,CHICAGO"
KANE,CHICAGO,IL,"IL,KANE","IL,CHICAGO"
MCHENRY,CHICAGO,IL,"IL,MCHENRY","IL,CHICAGO"
KENDALL,CHICAGO,IL,"IL,KENDALL","IL,CHICAGO"
GRUNDY,CHICAGO,IL,"IL,GRUNDY","IL,CHICAGO"
DEKALB,CHICAGO,IL,"IL,DEKALB","IL,CHICAGO"
KANKAKEE,CHICAGO,IL,"IL,KANKAKEE","IL,CHICAGO"
IROQUOIS,CHICAGO,IL,"IL,IROQUOIS","IL,CHICAGO"
FORD,CHICAGO,IL,"IL,FORD","IL,CHICAGO"
BOONE,CHICAGO,IL,"IL,BOONE","IL,CHICAGO"
WINNEBAGO,CHICAGO,IL,"IL,WINNEBAGO","IL,CHICAGO"
STEPHENSON,ROCKFORD,IL,"IL,STEPHENSON","IL,ROCKFORD"
JO DAVIESS,ROCKFORD,IL,"IL,JO DAVIESS","IL,ROCKFORD"
OGLE,ROCKFORD,IL,"IL,OGLE","IL,ROCKFORD"
CALHOUN,ROCKFORD,IL,"IL,CALHOUN","IL,ROCKFORD"
BOND,ROCKFORD,IL,"IL,BOND","IL,ROCKFORD"
LASALLE,JOLIET,IL,"IL,LASALLE","IL,JOLIET"
LIVINGSTON,JOLIET,IL,"IL,LIVINGSTON","IL,JOLIET"
PUTNAM,JOLIET,IL,"IL,PUTNAM","IL,JOLIET"
MARSHALL,JOLIET,IL,"IL,MARSHALL","IL,JOLIET"
PEORIA,PEORIA,IL,"IL,PEORIA","IL,PEORIA"
TAZEWELL,PEORIA,IL,"IL,TAZEWELL","IL,PEORIA"
WOODFORD,PEORIA,IL,"IL,WOODFORD","IL,PEORIA"
STARK,PEORIA,IL,"IL,STARK","IL,PEORIA"
MCLEAN,BLOOMINGTON,IL,"IL,MCLEAN","IL,BLOOMINGTON"
PIATT,BLOOMINGTON,IL,"IL,PIATT","IL,BLOOMINGTON"
DEWITT,BLOOMINGTON,IL,"IL,DEWITT","IL,BLOOMINGTON"
SANGAMON,SPRINGFIELD,IL,"IL,SANGAMON","IL,SPRINGFIELD"
MENARD,SPRINGFIELD,IL,"IL,MENARD","IL,SPRINGFIELD"
CHRISTIAN,SPRINGFIELD,IL,"IL,CHRISTIAN","IL,SPRINGFIELD"
LOGAN,SPRINGFIELD,IL,"IL,LOGAN","IL,SPRINGFIELD"
MACOUPIN,SPRINGFIELD,IL,"IL,MACOUPIN","IL,SPRINGFIELD"
MONTGOMERY,SPRINGFIELD,IL,"IL,MONTGOMERY","IL,SPRINGFIELD"
GREENE,SPRINGFIELD,IL,"IL,GREENE","IL,SPRINGFIELD"
JERSEY,SPRINGFIELD,IL,"IL,JERSEY","IL,SPRINGFIELD"
MASON,SPRINGFIELD,IL,"IL,MASON","IL,SPRINGFIELD"
CASS,SPRINGFIELD,IL,"IL,CASS","IL,SPRINGFIELD"
SCOTT,SPRINGFIELD,IL,"IL,SCOTT","IL,SPRINGFIELD"
MORGAN,SPRINGFIELD,IL,"IL,MORGAN","IL,SPRINGFIELD"
ROCK ISLAND,ROCK ISLAND,IL,"IL,ROCK ISLAND","IL,ROCK ISLAND"
MERCER,ROCK ISLAND,IL,"IL,MERCER","IL,ROCK ISLAND"
HENRY,ROCK ISLAND,IL,"IL,HENRY","IL,ROCK ISLAND"
WHITESIDE,ROCK ISLAND,IL,"IL,WHITESIDE","IL,ROCK ISLAND"
CHAMPAIGN,CHAMPAIGN,IL,"IL,CHAMPAIGN","IL,CHAMPAIGN"
VERMILION,CHAMPAIGN,IL,"IL,VERMILION","IL,CHAMPAIGN"
ST. CLAIR,EAST ST. LOUIS,IL,"IL,ST. CLAIR","IL,EAST ST. LOUIS"
MADISON,EAST ST. LOUIS,IL,"IL,MADISON","IL,EAST ST. LOUIS"
MONROE,EAST ST. LOUIS,IL,"IL,MONROE","IL,EAST ST. LOUIS"
RANDOLPH,EAST ST. LOUIS,IL,"IL,RANDOLPH","IL,EAST ST. LOUIS"
CLINTON,EAST ST. LOUIS,IL,"IL,CLINTON","IL,EAST ST. LOUIS"
MACON,DECATUR,IL,"IL,MACON","IL,DECATUR"
MOULTRIE,DECATUR,IL,"IL,MOULTRIE","IL,DECATUR"
SHELBY,DECATUR,IL,"IL,SHELBY","IL,DECATUR"
EDGAR,DECATUR,IL,"IL,EDGAR","IL,DECATUR"
CLARK,DECATUR,IL,"IL,CLARK","IL,DECATUR"
ADAMS,QUINCY,IL,"IL,ADAMS","IL,QUINCY"
BROWN,QUINCY,IL,"IL,BROWN","IL,QUINCY"
PIKE,QUINCY,IL,"IL,PIKE","IL,QUINCY"
SCHUYLER,QUINCY,IL,"IL,SCHUYLER","IL,QUINCY"
WILL,KANKAKEE,IL,"IL,WILL","IL,KANKAKEE"
KANKAKEE,KANKAKEE,IL,"IL,KANKAKEE","IL,KANKAKEE"
BUREAU,LA SALLE,IL,"IL,BUREAU","IL,LA SALLE"
LASALLE,LA SALLE,IL,"IL,LASALLE","IL,LA SALLE"
KNOX,GALESBURG,IL,"IL,KNOX","IL,GALESBURG"
WARREN,GALESBURG,IL,"IL,WARREN","IL,GALESBURG"
EFFINGHAM,EFFINGHAM,IL,"IL,EFFINGHAM","IL,EFFINGHAM"
JASPER,EFFINGHAM,IL,"IL,JASPER","IL,EFFINGHAM"
CUMBERLAND,EFFINGHAM,IL,"IL,CUMBERLAND","IL,EFFINGHAM"
CRAWFORD,EFFINGHAM,IL,"IL,CRAWFORD","IL,EFFINGHAM"
LAWRENCE,EFFINGHAM,IL,"IL,LAWRENCE","IL,EFFINGHAM"
RICHLAND,EFFINGHAM,IL,"IL,RICHLAND","IL,EFFINGHAM"
JACKSON,CARBONDALE,IL,"IL,JACKSON","IL,CARBONDALE"
WILLIAMSON,CARBONDALE,IL,"IL,WILLIAMSON","IL,CARBONDALE"
UNION,CARBONDALE,IL,"IL,UNION","IL,CARBONDALE"
PERRY,CARBONDALE,IL,"IL,PERRY","IL,CARBONDALE"
FRANKLIN,CARBONDALE,IL,"IL,FRANKLIN","IL,CARBONDALE"
HAMILTON,CARBONDALE,IL,"IL,HAMILTON","IL,CARBONDALE"
WHITE,CARBONDALE,IL,"IL,WHITE","IL,CARBONDALE"
WABASH,CARBONDALE,IL,"IL,WABASH","IL,CARBONDALE"
EDWARDS,CARBONDALE,IL,"IL,EDWARDS","IL,CARBONDALE"
GALLATIN,CARBONDALE,IL,"IL,GALLATIN","IL,CARBONDALE"
HARDIN,CARBONDALE,IL,"IL,HARDIN","IL,CARBONDALE"
POPE,CARBONDALE,IL,"IL,POPE","IL,CARBONDALE"
MASSAC,CARBONDALE,IL,"IL,MASSAC","IL,CARBONDALE"
JOHNSON,CARBONDALE,IL,"IL,JOHNSON","IL,CARBONDALE"
PULASKI,CARBONDALE,IL,"IL,PULASKI","IL,CARBONDALE"
ALEXANDER,CARBONDALE,IL,"IL,ALEXANDER","IL,CARBONDALE"
MARION,CENTRALIA,IL,"IL,MARION","IL,CENTRALIA"
JEFFERSON,CENTRALIA,IL,"IL,JEFFERSON","IL,CENTRALIA"
WASHINGTON,CENTRALIA,IL,"IL,WASHINGTON","IL,CENTRALIA"
WAYNE,CENTRALIA,IL,"IL,WAYNE","IL,CENTRALIA"
FAYETTE,CENTRALIA,IL,"IL,FAYETTE","IL,CENTRALIA"
MARION,INDIANAPOLIS,IN,"IN,MARION","IN,INDIANAPOLIS"
HAMILTON,INDIANAPOLIS,IN,"IN,HAMILTON","IN,INDIANAPOLIS"
BOONE,INDIANAPOLIS,IN,"IN,BOONE","IN,INDIANAPOLIS"
HENDRICKS,INDIANAPOLIS,IN,"IN,HENDRICKS","IN,INDIANAPOLIS"
JOHNSON,INDIANAPOLIS,IN,"IN,JOHNSON","IN,INDIANAPOLIS"
MORGAN,INDIANAPOLIS,IN,"IN,MORGAN","IN,INDIANAPOLIS"
HANCOCK,INDIANAPOLIS,IN,"IN,HANCOCK","IN,INDIANAPOLIS"
SHELBY,INDIANAPOLIS,IN,"IN,SHELBY","IN,INDIANAPOLIS"
RUSH,INDIANAPOLIS,IN,"IN,RUSH","IN,INDIANAPOLIS"
FAYETTE,INDIANAPOLIS,IN,"IN,FAYETTE","IN,INDIANAPOLIS"
UNION,INDIANAPOLIS,IN,"IN,UNION","IN,INDIANAPOLIS"
WAYNE,INDIANAPOLIS,IN,"IN,WAYNE","IN,INDIANAPOLIS"
FRANKLIN,INDIANAPOLIS,IN,"IN,FRANKLIN","IN,INDIANAPOLIS"
RIPLEY,INDIANAPOLIS,IN,"IN,RIPLEY","IN,INDIANAPOLIS"
PUTNAM,INDIANAPOLIS,IN,"IN,PUTNAM","IN,INDIANAPOLIS"
ALLEN,FORT WAYNE,IN,"IN,ALLEN","IN,FORT WAYNE"
WELLS,FORT WAYNE,IN,"IN,WELLS","IN,FORT WAYNE"
WHITLEY,FORT WAYNE,IN,"IN,WHITLEY","IN,FORT WAYNE"
DEKALB,FORT WAYNE,IN,"IN,DEKALB","IN,FORT WAYNE"
ADAMS,FORT WAYNE,IN,"IN,ADAMS","IN,FORT WAYNE"
GRANT,FORT WAYNE,IN,"IN,GRANT","IN,FORT WAYNE"
HUNTINGTON,FORT WAYNE,IN,"IN,HUNTINGTON","IN,FORT WAYNE"
BLACKFORD,FORT WAYNE,IN,"IN,BLACKFORD","IN,FORT WAYNE"
JAY,FORT WAYNE,IN,"IN,JAY","IN,FORT WAYNE"
RANDOLPH,FORT WAYNE,IN,"IN,RANDOLPH","IN,FORT WAYNE"
LAKE,GARY,IN,"IN,LAKE","IN,GARY"
PORTER,GARY,IN,"IN,PORTER","IN,GARY"
LAPORTE,GARY,IN,"IN,LAPORTE","IN,GARY"
JASPER,GARY,IN,"IN,JASPER","IN,GARY"
NEWTON,GARY,IN,"IN,NEWTON","IN,GARY"
PULASKI,GARY,IN,"IN,PULASKI","IN,GARY"
ST. JOSEPH,SOUTH BEND,IN,"IN,ST. JOSEPH","IN,SOUTH BEND"
ELKHART,SOUTH BEND,IN,"IN,ELKHART","IN,SOUTH BEND"
MARSHALL,SOUTH BEND,IN,"IN,MARSHALL","IN,SOUTH BEND"
VANDERBURGH,EVANSVILLE,IN,"IN,VANDERBURGH","IN,EVANSVILLE"
WARRICK,EVANSVILLE,IN,"IN,WARRICK","IN,EVANSVILLE"
POSEY,EVANSVILLE,IN,"IN,POSEY","IN,EVANSVILLE"
GIBSON,EVANSVILLE,IN,"IN,GIBSON","IN,EVANSVILLE"
SPENCER,EVANSVILLE,IN,"IN,SPENCER","IN,EVANSVILLE"
PERRY,EVANSVILLE,IN,"IN,PERRY","IN,EVANSVILLE"
DUBOIS,EVANSVILLE,IN,"IN,DUBOIS","IN,EVANSVILLE"
PIKE,EVANSVILLE,IN,"IN,PIKE","IN,EVANSVILLE"
MONROE,BLOOMINGTON,IN,"IN,MONROE","IN,BLOOMINGTON"
BROWN,BLOOMINGTON,IN,"IN,BROWN","IN,BLOOMINGTON"
GREENE,BLOOMINGTON,IN,"IN,GREENE","IN,BLOOMINGTON"
OWEN,BLOOMINGTON,IN,"IN,OWEN","IN,BLOOMINGTON"
LAWRENCE,BLOOMINGTON,IN,"IN,LAWRENCE","IN,BLOOMINGTON"
ORANGE,BLOOMINGTON,IN,"IN,ORANGE","IN,BLOOMINGTON"
CRAWFORD,BLOOMINGTON,IN,"IN,CRAWFORD","IN,BLOOMINGTON"
WASHINGTON,BLOOMINGTON,IN,"IN,WASHINGTON","IN,BLOOMINGTON"
SCOTT,BLOOMINGTON,IN,"IN,SCOTT","IN,BLOOMINGTON"
TIPPECANOE,LAFAYETTE,IN,"IN,TIPPECANOE","IN,LAFAYETTE"
WHITE,LAFAYETTE,IN,"IN,WHITE","IN,LAFAYETTE"
CARROLL,LAFAYETTE,IN,"IN,CARROLL","IN,LAFAYETTE"
BENTON,LAFAYETTE,IN,"IN,BENTON","IN,LAFAYETTE"
WARREN,LAFAYETTE,IN,"IN,WARREN","IN,LAFAYETTE"
FOUNTAIN,LAFAYETTE,IN,"IN,FOUNTAIN","IN,LAFAYETTE"
VERMILLION,LAFAYETTE,IN,"IN,VERMILLION","IN,LAFAYETTE"
HOWARD,KOKOMO,IN,"IN,HOWARD","IN,KOKOMO"
TIPTON,KOKOMO,IN,"IN,TIPTON","IN,KOKOMO"
MIAMI,KOKOMO,IN,"IN,MIAMI","IN,KOKOMO"
CASS,KOKOMO,IN,"IN,CASS","IN,KOKOMO"
CLINTON,KOKOMO,IN,"IN,CLINTON","IN,KOKOMO"
MONTGOMERY,KOKOMO,IN,"IN,MONTGOMERY","IN,KOKOMO"
VIGO,TERRE HAUTE,IN,"IN,VIGO","IN,TERRE HAUTE"
CLAY,TERRE HAUTE,IN,"IN,CLAY","IN,TERRE HAUTE"
SULLIVAN,TERRE HAUTE,IN,"IN,SULLIVAN","IN,TERRE HAUTE"
PARKE,TERRE HAUTE,IN,"IN,PARKE","IN,TERRE HAUTE"
DELAWARE,MUNCIE,IN,"IN,DELAWARE","IN,MUNCIE"
HENRY,MUNCIE,IN,"IN,HENRY","IN,MUNCIE"
BARTHOLOMEW,COLUMBUS,IN,"IN,BARTHOLOMEW","IN,COLUMBUS"
DECATUR,COLUMBUS,IN,"IN,DECATUR","IN,COLUMBUS"
JACKSON,COLUMBUS,IN,"IN,JACKSON","IN,COLUMBUS"
JENNINGS,COLUMBUS,IN,"IN,JENNINGS","IN,COLUMBUS"
MADISON,ANDERSON,IN,"IN,MADISON","IN,ANDERSON"
FLOYD,NEW ALBANY,IN,"IN,FLOYD","IN,NEW ALBANY"
HARRISON,NEW ALBANY,IN,"IN,HARRISON","IN,NEW ALBANY"
CLARK,NEW ALBANY,IN,"IN,CLARK","IN,NEW ALBANY"
JEFFERSON,NEW ALBANY,IN,"IN,JEFFERSON","IN,NEW ALBANY"
DEARBORN,LAWRENCEBURG,IN,"IN,DEARBORN","IN,LAWRENCEBURG"
OHIO,LAWRENCEBURG,IN,"IN,OHIO","IN,LAWRENCEBURG"
SWITZERLAND,LAWRENCEBURG,IN,"IN,SWITZERLAND","IN,LAWRENCEBURG"
DAVIESS,WASHINGTON,IN,"IN,DAVIESS","IN,WASHINGTON"
MARTIN,WASHINGTON,IN,"IN,MARTIN","IN,WASHINGTON"
POLK,DES MOINES,IA,"IA,POLK","IA,DES MOINES"
WARREN,DES MOINES,IA,"IA,WARREN","IA,DES MOINES"
DALLAS,DES MOINES,IA,"IA,DALLAS","IA,DES MOINES"
MADISON,DES MOINES,IA,"IA,MADISON","IA,DES MOINES"
GUTHRIE,DES MOINES,IA,"IA,GUTHRIE","IA,DES MOINES"
JASPER,DES MOINES,IA,"IA,JASPER","IA,DES MOINES"
MARION,DES MOINES,IA,"IA,MARION","IA,DES MOINES"
CLARKE,DES MOINES,IA,"IA,CLARKE","IA,DES MOINES"
LUCAS,DES MOINES,IA,"IA,LUCAS","IA,DES MOINES"
WAYNE,DES MOINES,IA,"IA,WAYNE","IA,DES MOINES"
LINN,CEDAR RAPIDS,IA,"IA,LINN","IA,CEDAR RAPIDS"
JONES,CEDAR RAPIDS,IA,"IA,JONES","IA,CEDAR RAPIDS"
BENTON,CEDAR RAPIDS,IA,"IA,BENTON","IA,CEDAR RAPIDS"
IOWA,CEDAR RAPIDS,IA,"IA,IOWA","IA,CEDAR RAPIDS"
WASHINGTON,CEDAR RAPIDS,IA,"IA,WASHINGTON","IA,CEDAR RAPIDS"
TAMA,CEDAR RAPIDS,IA,"IA,TAMA","IA,CEDAR RAPIDS"
SCOTT,DAVENPORT,IA,"IA,SCOTT","IA,DAVENPORT"
CLINTON,DAVENPORT,IA,"IA,CLINTON","IA,DAVENPORT"
MUSCATINE,DAVENPORT,IA,"IA,MUSCATINE","IA,DAVENPORT"
LOUISA,DAVENPORT,IA,"IA,LOUISA","IA,DAVENPORT"
BLACK HAWK,WATERLOO,IA,"IA,BLACK HAWK","IA,WATERLOO"
BREMER,WATERLOO,IA,"IA,BREMER","IA,WATERLOO"
